City ID,City Name,Country,Cloudiness,Humidity,Latitude,Longitude,Max Temp,Wind Speed,Date
381,sibu,MY,40,94,2.3,111.82,75.2,3.36,1595197869
382,sao filipe,CV,91,82,14.9,-24.5,77.43,8.21,1595197036
383,anloga,GH,75,88,5.79,0.9,77.0,12.75,1595197403
384,ballitoville,ZA,75,87,-29.54,31.21,55.4,1.12,1595197870
385,coracora,PE,61,41,-15.03,-73.78,53.85,2.24,1595197870
386,vrable,SK,1,94,48.24,18.31,60.01,4.18,1595197870
387,burnie,AU,13,67,-41.07,145.92,46.0,14.0,1595197351
388,kloulklubed,PW,75,94,7.04,134.26,77.0,8.05,1595197870
389,tura,IN,100,99,25.52,90.22,74.61,7.02,1595197870
390,ardakan,IR,0,16,32.31,54.02,84.2,6.93,1595197870
391,inuvik,CA,75,66,68.35,-133.72,50.0,2.24,1595197744
392,vaitape,PF,71,81,-16.52,-151.75,78.19,20.56,1595197870
393,kondinskoye,RU,44,76,59.65,67.41,62.56,11.81,1595197770
394,atar,MR,74,21,20.52,-13.05,98.35,6.22,1595197379
395,chernyshevskiy,RU,100,69,63.01,112.47,57.45,3.06,1595197870
396,mount gambier,AU,40,93,-37.83,140.77,44.6,6.93,1595197855
397,trat,TH,100,88,12.5,102.5,76.91,1.9,1595197870
398,la peca,PE,23,72,-5.61,-78.44,72.48,3.6,1595197870
399,san lorenzo,PY,77,39,-25.33,-57.53,84.2,8.05,1595197870
400,batagay,RU,73,69,67.63,134.63,66.79,2.93,1595197315
401,salalah,OM,75,88,17.02,54.09,80.6,4.7,1595197359
402,cabedelo,BR,75,94,-6.98,-34.83,75.2,8.05,1595197871
403,bonthe,SL,100,88,7.53,-12.51,76.53,8.77,1595197871
404,rasht,IR,7,73,37.28,49.58,79.95,1.45,1595197871
405,monster,NL,100,88,52.03,4.17,62.01,7.0,1595197871
406,caohai,CN,94,97,26.87,104.28,56.44,2.89,1595197871
407,santa maria,BR,64,57,-29.68,-53.81,78.8,3.36,1595197871
408,moerai,PF,92,67,-22.43,-151.33,69.37,15.32,1595197871
409,shieli,KZ,5,26,44.17,66.75,81.03,9.44,1595197871
410,mattru,SL,100,97,7.62,-11.83,72.7,2.42,1595197871
411,talnakh,RU,95,87,69.49,88.4,46.4,13.42,1595197285
412,thiruvananthapuram,IN,40,88,8.48,76.92,80.6,5.53,1595197871
413,klaksvik,FO,100,87,62.23,-6.59,50.0,10.29,1595197696
414,teofilo otoni,BR,100,90,-17.86,-41.51,65.3,4.16,1595197873
415,vitim,RU,100,87,59.45,112.56,54.05,1.95,1595197632
416,caravelas,BR,91,82,-17.71,-39.25,71.91,7.65,1595197717
417,oum hadjer,TD,73,65,13.3,19.7,80.01,16.15,1595197873
418,calca,PE,75,20,-13.33,-71.95,64.4,8.05,1595197873
419,oktyabrskoye,RU,0,88,43.06,44.74,69.8,4.47,1595197873
420,severo-kurilsk,RU,100,89,50.68,156.12,51.24,10.18,1595197058
421,sungurlu,TR,0,43,40.17,34.37,73.27,5.41,1595197873
422,pitimbu,BR,75,94,-7.47,-34.81,75.2,8.05,1595197766
423,lynchburg,US,1,37,37.41,-79.14,98.01,3.36,1595197838
424,hays,US,58,38,30.05,-98.03,99.0,4.0,1595197873
425,sobolevo,RU,39,89,54.43,31.9,56.1,2.98,1595197275
426,plesetsk,RU,0,69,62.71,40.29,53.08,2.73,1595197873
427,faya,SA,40,40,18.39,42.45,73.4,9.17,1595197336
428,shubarkuduk,KZ,0,44,49.14,56.49,74.91,6.22,1595197761
429,troitskoye,RU,82,84,52.98,84.68,58.71,6.71,1595197712
430,yakuplu,TR,0,88,40.99,28.68,75.0,4.7,1595197873
431,lighthouse point,US,40,66,26.28,-80.09,89.01,11.41,1595197873
432,srednekolymsk,RU,0,40,67.45,153.68,74.17,12.24,1595197874
433,springdale,US,40,46,36.19,-94.13,93.2,9.17,1595197791
434,kolpashevo,RU,91,97,58.31,82.91,63.25,4.97,1595197874
435,skjervoy,NO,100,86,70.03,20.97,51.85,2.89,1595197874
436,pangnirtung,CA,100,52,66.15,-65.71,59.34,1.61,1595197874
437,grakhovo,RU,75,93,56.05,51.97,64.4,6.71,1595197874
438,baijiantan,CN,87,31,45.63,85.18,85.14,9.78,1595197874
439,suyo,PH,6,69,16.98,120.53,78.26,3.15,1595197874
440,minsk mazowiecki,PL,90,82,52.18,21.57,66.0,3.36,1595197874
441,qurayyat,SA,0,37,31.33,37.34,84.2,20.8,1595197874
442,murray bridge,AU,54,93,-35.12,139.27,46.99,7.29,1595197874
443,inhambane,MZ,30,83,-23.86,35.38,65.77,10.22,1595197874
444,santa cruz,BO,20,65,-17.8,-63.17,82.4,16.11,1595197629
445,shakhtinsk,KZ,6,87,49.71,72.59,48.2,6.71,1595197874
446,santa isabel do rio negro,BR,21,86,-0.41,-65.02,77.16,2.84,1595197875
447,svetlaya,RU,99,77,46.54,138.33,63.91,3.0,1595197875
448,alihe,CN,98,82,50.57,123.72,63.28,2.42,1595197875
449,beringovskiy,RU,54,80,63.05,179.32,45.12,14.79,1595197702
450,kousseri,CM,20,83,12.08,15.03,73.4,10.29,1595197618
451,phan thiet,VN,100,86,10.93,108.1,77.85,3.47,1595197875
452,sosva,RU,72,75,59.18,61.86,64.94,9.22,1595197875
453,umm lajj,SA,25,41,25.02,37.27,87.82,6.96,1595197334
454,tolaga bay,NZ,99,89,-38.37,178.3,55.85,12.21,1595197875
455,algiers,DZ,0,88,36.75,3.04,69.8,2.24,1595197875
456,henties bay,NA,0,22,-22.12,14.28,73.99,7.87,1595197875
457,marsh harbour,BS,4,77,26.54,-77.06,83.55,15.08,1595197875
458,bandar,ID,79,93,2.05,99.75,72.01,2.53,1595197875
459,villamontes,BO,0,46,-21.25,-63.5,82.99,3.65,1595197595
460,desterro,BR,9,81,-7.29,-37.09,69.19,15.1,1595197876
461,aberdeen,GB,30,93,57.14,-2.1,52.0,1.12,1595197797
462,darnah,LY,0,77,32.77,22.64,75.13,17.94,1595197628
463,malinao,PH,80,89,7.59,124.69,72.23,1.61,1595197877
464,moose factory,CA,90,100,51.26,-80.61,64.4,8.05,1595197398
465,kumphawapi,TH,100,89,17.11,103.01,78.76,2.68,1595197877
466,port washington,US,40,46,40.83,-73.7,89.6,14.99,1595197683
467,zitlaltepec,MX,40,33,19.21,-97.91,75.2,12.75,1595197877
468,kabwe,ZM,0,90,-14.45,28.45,50.05,6.91,1595197877
469,karratha,AU,0,69,-20.74,116.85,61.48,11.56,1595197877
470,mehamn,NO,100,85,71.04,27.85,52.66,6.02,1595197354
471,fairbanks,US,90,60,64.84,-147.72,70.0,3.36,1595197719
472,ginda,IN,10,82,30.69,78.49,63.77,2.06,1595197877
473,sabzevar,IR,0,18,36.21,57.68,78.37,9.31,1595197877
474,moshenskoye,RU,92,64,58.51,34.59,55.62,2.04,1595197877
475,talaya,RU,64,50,61.38,152.75,63.43,4.56,1595197877
476,dauphin,CA,1,53,51.15,-100.05,73.4,8.05,1595197878
477,brae,GB,7,87,60.4,-1.35,50.0,4.7,1595197737
478,sereflikochisar,TR,0,39,38.94,33.54,78.42,7.02,1595197878
479,neyshabur,IR,0,18,36.21,58.8,77.05,7.83,1595197878
480,fereydun kenar,IR,0,83,36.69,52.52,78.8,2.24,1595197878
481,amposta,ES,0,79,40.71,0.58,75.99,7.83,1595197878
482,berbera,SO,2,44,10.44,45.01,88.47,21.72,1595197330
483,nerang,AU,0,95,-27.98,153.33,63.0,4.68,1595197878
484,khandyga,RU,5,68,62.67,135.6,78.85,3.06,1595197878
485,samarai,PG,100,86,-10.62,150.67,76.14,15.05,1595197878
486,katherine,AU,0,71,-14.47,132.27,51.8,6.93,1595197319
487,palana,RU,0,75,59.12,159.97,53.26,11.7,1595197878
488,athabasca,CA,100,68,54.72,-113.29,67.33,6.13,1595197878
489,havelock,US,60,73,34.88,-76.9,88.0,7.0,1595197878
490,ambatofinandrahana,MG,23,86,-20.55,46.8,44.62,5.23,1595197878
491,anjozorobe,MG,75,76,-18.4,47.87,50.0,11.41,1595197879
492,toribio,CO,40,48,2.95,-76.27,87.8,11.41,1595197879
493,sakakah,SA,0,9,29.97,40.21,93.2,11.41,1595197316
494,gizo,SB,12,74,-8.1,156.84,82.02,4.94,1595197879
495,bogande,BF,53,71,12.97,-0.14,77.41,10.2,1595197879
496,bani,DO,75,74,18.28,-70.33,84.99,9.17,1595197879
497,zabid,YE,91,50,14.2,43.32,88.27,3.67,1595197879
498,luwuk,ID,63,77,-0.95,122.79,78.03,6.29,1595197879
499,ukiah,US,1,26,39.15,-123.21,97.0,6.93,1595197305
500,khromtau,KZ,0,66,50.25,58.43,67.32,8.72,1595197879
501,coffs harbour,AU,0,93,-30.3,153.13,55.99,4.7,1595197854
502,viseu de jos,RO,100,88,47.73,24.37,64.4,1.12,1595197879
503,palu,ID,61,80,-0.89,119.87,76.48,2.84,1595197879
504,noumea,NC,75,88,-22.28,166.46,71.01,3.36,1595197389
505,dromolaxia,CY,0,83,34.88,33.59,79.0,8.05,1595197879
506,camopi,GF,92,96,3.17,-52.32,73.85,2.24,1595197879
507,houma,US,1,83,29.6,-90.72,82.0,5.82,1595197880
508,morro bay,US,16,83,35.37,-120.85,82.0,5.01,1595197880
509,armidale,AU,11,80,-30.52,151.65,35.01,1.01,1595197338
510,xingyi,CN,100,98,24.19,102.82,61.09,2.26,1595197881
511,loandjili,CG,75,94,-4.76,11.86,73.4,4.7,1595197881
512,sainte-anne-des-monts,CA,83,76,49.12,-66.49,71.26,2.91,1595197881
513,muzhi,RU,5,90,65.37,64.67,47.91,7.07,1595197755
514,frontera,MX,50,33,26.93,-101.45,91.15,18.77,1595197881
515,port hedland,AU,0,67,-20.32,118.57,59.0,10.29,1595197881
516,harwich,GB,13,78,51.94,1.28,53.01,1.99,1595197881
517,pyu,MM,98,94,18.48,96.43,75.38,2.93,1595197881
518,zhuhai,CN,40,88,22.28,113.57,86.0,6.93,1595197881
519,itoman,JP,20,88,26.12,127.67,82.4,5.82,1595197881
520,miranda,CO,40,48,3.25,-76.23,87.8,11.41,1595197881
521,emirdag,TR,0,66,39.02,31.15,72.82,3.69,1595197367
522,cota,CO,40,55,4.81,-74.1,62.6,16.11,1595197882
523,zambezi,ZM,1,57,-13.54,23.1,55.06,7.43,1595197357
524,porbandar,IN,97,81,21.64,69.61,83.55,15.97,1595197882
525,guatire,VE,40,74,10.48,-66.54,82.4,5.82,1595197882
526,nisia floresta,BR,40,88,-6.09,-35.21,78.8,4.7,1595197882
527,ostersund,SE,96,72,63.18,14.64,60.8,10.29,1595197882
528,humaita,BR,82,64,-7.51,-63.02,81.18,0.09,1595197882
529,akureyri,IS,40,76,65.68,-18.09,48.2,10.29,1595197882
530,oda,JP,75,83,35.18,132.5,80.6,5.82,1595197291
531,tilichiki,RU,100,92,60.47,166.1,52.84,7.78,1595197882
532,tecoanapa,MX,39,67,16.52,-98.75,86.52,10.29,1595197882
533,vagay,RU,46,92,57.94,69.02,62.78,4.68,1595197882
534,thinadhoo,MV,100,75,0.53,72.93,83.57,16.69,1595197303
535,tongling,CN,99,92,30.95,117.78,69.55,1.25,1595197882
536,anaconda,US,1,23,46.13,-112.94,77.0,4.7,1595197882
537,soe,ID,22,93,-9.86,124.28,62.64,4.65,1595197883
538,beloha,MG,0,80,-25.17,45.05,61.39,10.78,1595197403
539,hildburghausen,DE,88,67,50.43,10.73,64.0,1.1,1595197883
540,ziarat,PK,0,72,30.38,67.73,64.9,2.86,1595197883
541,mackay,AU,40,87,-21.15,149.2,61.0,4.7,1595197883
542,avera,US,1,39,33.19,-82.53,95.0,5.82,1595197692
543,loja,EC,97,84,-3.99,-79.2,55.08,4.29,1595197883
544,nizhniy kuranakh,RU,100,75,58.84,125.49,69.28,1.66,1595197405
545,chiredzi,ZW,0,64,-21.05,31.67,56.34,4.16,1595197883
546,escarcega,MX,43,54,18.61,-90.75,88.93,4.83,1595197883
547,alofi,NU,99,74,-19.06,-169.92,78.8,12.75,1595197299
548,alyangula,AU,0,100,-13.85,136.42,64.4,2.24,1595197883
549,concordia,AR,98,64,-31.39,-58.02,75.2,6.93,1595197323
550,lamar,US,1,47,33.67,-95.58,96.01,8.05,1595197883
551,chupa,RU,31,80,66.27,33.05,63.14,2.84,1595197883
552,dese,ET,40,79,11.13,39.63,56.3,3.18,1595197883
553,suntar,RU,100,96,62.14,117.63,56.46,8.9,1595197884
554,ust-nera,RU,100,63,64.57,143.2,60.73,4.45,1595197884
555,lamu,KE,43,75,-2.27,40.9,75.9,18.25,1595197884
556,elat,IL,0,46,29.56,34.95,91.4,10.29,1595197884
557,ahipara,NZ,71,83,-35.17,173.17,60.66,5.99,1595197328
558,khlevnoye,RU,0,87,52.2,39.09,55.4,2.24,1595197715
559,brufut,GM,75,94,13.38,-16.75,80.6,5.82,1595197885
560,punta cardon,VE,35,76,11.66,-70.22,82.49,28.79,1595197885
561,shestakovo,RU,0,79,56.49,103.96,49.8,1.68,1595197885
562,ojinaga,MX,1,19,29.57,-104.42,100.4,14.99,1595197885
563,north bend,US,1,77,43.41,-124.22,75.99,26.4,1595197624
564,balakhta,RU,1,83,55.38,91.6,54.0,2.01,1595197885
565,charcas,MX,40,32,23.13,-101.12,76.5,17.11,1595197885
566,leiyang,CN,100,94,26.4,112.86,74.37,2.19,1595197885
567,dwarka,IN,64,81,22.24,68.97,84.47,19.64,1595197762
568,ningbo,CN,75,78,29.88,121.55,84.99,4.47,1595197885
569,gorom-gorom,BF,37,46,14.44,-0.24,87.93,4.74,1595197886
570,rapu-rapu,PH,97,73,13.19,124.13,84.11,7.31,1595197886
571,bairnsdale,AU,38,71,-37.83,147.62,48.99,1.01,1595197886
572,yerbogachen,RU,68,80,61.28,108.01,53.87,0.92,1595197886
573,vostok,RU,100,85,46.49,135.88,65.62,2.71,1595197740
574,imbituba,BR,0,82,-28.24,-48.67,68.0,11.41,1595197287
575,bagotville,AU,0,100,-28.98,153.42,57.99,5.53,1595197886
576,marsabit,KE,84,77,2.33,37.99,61.3,22.55,1595197886
577,sur,OM,70,76,22.57,59.53,85.62,13.04,1595197411
578,gayeri,BF,47,74,12.65,0.49,77.05,5.97,1595197886
579,nome,US,75,62,64.5,-165.41,57.2,9.17,1595197297
580,owando,CG,97,88,-0.48,15.9,72.7,2.28,1595197886
581,aguimes,ES,0,30,27.91,-15.45,86.0,28.86,1595197886
582,cao bang,VN,96,89,22.67,106.25,77.49,1.66,1595197886
583,sibolga,ID,9,82,1.74,98.78,76.12,4.07,1595197378
584,mayo,US,1,59,38.89,-76.51,95.0,10.29,1595197834
585,carinhanha,BR,73,51,-14.3,-43.77,68.81,5.28,1595197887
586,impfondo,CG,100,91,1.64,18.07,71.35,1.32,1595197887
587,irtyshskiy,RU,37,87,58.33,68.13,63.95,8.48,1595197887
588,minas novas,BR,96,79,-17.22,-42.59,62.46,4.14,1595197887
589,luang prabang,LA,100,89,19.89,102.13,74.21,0.96,1595197887
590,nouakchott,MR,40,83,18.09,-15.98,78.8,12.75,1595197721
